facname,number,street,address,city,borough,latitude,longitude
AMIGOS DEL MUSEO DEL BARRIO,1230,FIFTH AVENUE,1230 FIFTH AVENUE,NEW YORK,MANHATTAN,40.79309386,-73.95136574
NEW SETTLEMENT APARTMENTS,1512,TOWNSEND AVENUE,1512 TOWNSEND AVENUE,BRONX,BRONX,40.84206397,-73.91489914
ABRAHAM RESIDENCE I TEXTILE DROP-OFF SITE,,,"3915 NEPTUNE AVE, BROOKLYN, NY 11224, USA",BROOKLYN,BROOKLYN,40.57653,-74.008549
LAZ PARKING NEW YORK NEW JERSEY LLC,70,EAST 10 STREET,70 EAST 10 STREET,NEW YORK,MANHATTAN,40.73121051,-73.9911213
ENG 68  LAD 49 PARKING,130,WEST 167 STREET,130 WEST 167 STREET,BRONX,BRONX,40.836574,-73.926678
HUDSON GUILD EDUCATION CENTER,,,447 25 STREET,NEW YORK,MANHATTAN,40.74908509,-74.00340281
DERTA,865,KENT AVENUE,865 KENT AVENUE,BROOKLYN,BROOKLYN,40.694494,-73.958944
"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",1919,PROSPECT AVENUE,1919 PROSPECT AVENUE,BRONX,BRONX,40.84381663,-73.89010396
ALLEN CHRISTIAN PRESCHOOL,114-32,MERRICK BOULEVARD,114-32 MERRICK BOULEVARD,JAMAICA,QUEENS,40.6907067,-73.77887738
DOS BROOKLYN 13 GARAGE,2012,NEPTUNE AVENUE,2012 NEPTUNE AVENUE,BROOKLYN,BROOKLYN,40.578251,-73.98771
SMILES AROUND US ACADEMY,351,SAND LANE,351 SAND LANE,STATEN ISLAND,STATEN ISLAND,40.5910651,-74.06705285
"CEC STUYVESANT COVE, INC.",,,24-20 FDR DRIVE SERVICE ROAD EAST,NEW YORK,MANHATTAN,40.735508,-73.974745
FORT GREENE COUNCIL,137,BELMONT AVENUE,137 BELMONT AVENUE,BROOKLYN,BROOKLYN,40.6696721,-73.90535166
BEATTIE SQUARE,,,,BROOKLYN,BROOKLYN,40.69643174,-73.93456735
"BIG BROTHERS/BIG SISTERS, INC. (ACTIVITY SITE)",555,BERGEN AVENUE,555 BERGEN AVENUE,BRONX,BRONX,40.81613414,-73.91668946
GREAT OAKS CHARTER SCHOOL,240,BLEECKER STREET,240 BLEECKER STREET,NEW YORK,MANHATTAN,40.73056676,-74.00290384
ST. PAUL'S MEMORIAL CHURCH AND RECTORY,,,,STATEN ISLAND,STATEN ISLAND,40.63206956,-74.07888455
THROGGS NECK ADDITION,550,BALCOM AVENUE,550 BALCOM AVENUE,BRONX,BRONX,40.82137514,-73.82562327
319 KINGS HWY TEXTILE DROP-OFF SITE,,,"319 KINGS HWY, BROOKLYN, NY, USA",BROOKLYN,BROOKLYN,40.605187,-73.97841
COTHOA LUNCHEON CLUB INC,1970,AMSTERDAM AVENUE,1970 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,40.83330028,-73.94210274
ENGINE 38/LADDER 51,3446,EASTCHESTER ROAD,3446 EASTCHESTER ROAD,BRONX,BRONX,40.87800506,-73.84648427
KINGS COLLEGIATE CHARTER SCHOOL,1084,LENOX ROAD,1084 LENOX ROAD,BROOKLYN,BROOKLYN,40.6578705,-73.92003577
LOST BATTALION HALL RECREATION CENTER,93-29,QUEENS BOULEVARD,93-29 QUEENS BOULEVARD,REGO PARK,QUEENS,40.73180427,-73.86551323
MOORE PLAYGROUND,2058,MADISON AVENUE,2058 MADISON AVENUE,NEW YORK,MANHATTAN,40.80937702,-73.93849269
I.S. 271 JOHN M. COLEMAN SCHOOL,1137,HERKIMER STREET,1137 HERKIMER STREET,BROOKLYN,BROOKLYN,40.67806985,-73.91536699
RICE HIGH SCHOOL,,,74,NEW YORK,MANHATTAN,40.81154956,-73.95290034
TALMUD TORAH SIACH YITZCHOK,1045,BEACH 9 STREET,1045 BEACH 9 STREET,FAR ROCKAWAY,QUEENS,40.6047363,-73.74613182
PS 149,93-11,34 AVENUE,93-11 34 AVENUE,JACKSON HEIGHTS,QUEENS,40.75528297,-73.87442631
NEW GENERATION ACADEMY,4701,AVENUE J,4701 AVENUE J,BROOKLYN,BROOKLYN,40.62824904,-73.93056702
GRACIE SQUARE HOSPITAL INPATIENT UNIT,420,EAST 76 STREET,420 EAST 76 STREET,NEW YORK,MANHATTAN,40.76968541,-73.95297758
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230,KINGSTON AVENUE,230 KINGSTON AVENUE,BROOKLYN,BROOKLYN,40.67171994,-73.94246458
PERETZ SQUARE,,,,NEW YORK,MANHATTAN,40.72296751,-73.98803522
MAPES PARK,786,EAST 181 STREET,786 EAST 181 STREET,BRONX,BRONX,40.84735829,-73.88568064
BCA MAIN COMMUNITY SERVICES CENTER,5000,8 AVENUE,5000 8 AVENUE,BROOKLYN,BROOKLYN,40.6411511,-74.00403934
"BIRCH FAMILY SERVICES, INC. / MILL BASIN EARLY CHILDHOOD CENTER",2075,EAST 68 STREET,2075 EAST 68 STREET,BROOKLYN,BROOKLYN,40.61886432,-73.90962373
LOUIS ARMSTRONG COMMUNITY CENTER,33-12,108 STREET,33-12 108 STREET,CORONA,QUEENS,40.75726555,-73.86135715
ENGINE 330/LADDER 172,2312,65 STREET,2312 65 STREET,BROOKLYN,BROOKLYN,40.61213394,-73.97915657
FIND AID FOR THE AGED,127,WEST 43 STREET,127 WEST 43 STREET,NEW YORK,MANHATTAN,40.75627766,-73.98487176
"JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND, INC.",8635,21 AVENUE,8635 21 AVENUE,BROOKLYN,BROOKLYN,40.6023802,-73.99659828
VNSNY SMH CM AOT,493,EAST 153 STREET,493 EAST 153 STREET,BRONX,BRONX,40.8184162,-73.91374709
ENGINE 292/RESCUE 4,64-18,QUEENS BOULEVARD,64-18 QUEENS BOULEVARD,WOODSIDE,QUEENS,40.74066474,-73.90099471
CCNS CORONA BEHAVIORAL HEALTH CENTER,91-14,37 AVENUE,91-14 37 AVENUE,JACKSON HEIGHTS,QUEENS,40.7505018,-73.87535999
DIVISION 3/LADDER 25,207,WEST 77 STREET,207 WEST 77 STREET,NEW YORK,MANHATTAN,40.78228507,-73.97978054
"A HOUSE ON BEEKMAN, INC.",390,JACKSON AVENUE,390 JACKSON AVENUE,BRONX,BRONX,40.80892392,-73.91031915
P.S. 115 THE DANIEL MUCATEL SC,,,1500 92 STREET,BROOKLYN,BROOKLYN,40.63477746,-73.89697683
HEARTSHARE ST. VINCENT'S SERVICES NEW YORK SMH CMA,,,66 BOERUM PLACE,BROOKLYN,BROOKLYN,40.68964248,-73.99051653
NAN SHAN LDC,,,136 18 39TH AVENUE,FLUSHING,QUEENS,40.760107,-73.829394
P.S. 024,427,38 STREET,427 38 STREET,BROOKLYN,BROOKLYN,40.65280553,-74.00453929
P.S. M079 - HORAN SCHOOL,55,EAST 120 STREET,55 EAST 120 STREET,NEW YORK,MANHATTAN,40.80268861,-73.9422409
NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE IV,156-10,BAISLEY BOULEVARD,156-10 BAISLEY BOULEVARD,JAMAICA,QUEENS,40.67474554,-73.78324219
C.E.S. 126 THE DR. MARJORIE DU,,,175 166TH STREET,BRONX,BRONX,40.83581122,-73.92833721
WASHINGTON IRVING HS,40,IRVING PLACE,40 IRVING PLACE,NEW YORK,MANHATTAN,40.73531922,-73.98708507
NYC HEALTH + HOSPITALS SMH CMA,,,50 WATER STREET - 6TH FLOOR,NEW YORK,MANHATTAN,40.70381087,-74.00950367
SMH CMA,925,48 STREET,925 48 STREET,BROOKLYN,BROOKLYN,40.64061673,-73.99949296
MS 210,,,93 11 101ST AVENUE,OZONE PARK,QUEENS,40.684761,-73.847633
REGIONAL AID FOR INTERIM NEEDS INC,1380,METROPOLITAN AVENUE,1380 METROPOLITAN AVENUE,BRONX,BRONX,40.83524834,-73.86052542
CAMBA,885,FLATBUSH AVENUE,885 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,40.65022862,-73.95829643
BABIES DREAM,64-35,YELLOWSTONE BOULEVARD,64-35 YELLOWSTONE BOULEVARD,FOREST HILLS,QUEENS,40.73140339,-73.85091528
TRAVERS PARK,33-16,78 STREET,33-16 78 STREET,JACKSON HEIGHTS,QUEENS,40.75436576,-73.88947702
TURNING POINT,5224,6 AVENUE,5224 6 AVENUE,BROOKLYN,BROOKLYN,40.64237865,-74.00999175
IS 126 - ASTORIA INTERMEDIATE SCHOOL,,,,ASTORIA,QUEENS,40.766009,-73.929994
FLATBUSH MALLS,,,,BROOKLYN,BROOKLYN,40.63255471,-73.96085968
PS 40-SAMUEL HUNTINGTON,,,109 20 UNION HALL STREET,JAMAICA,QUEENS,40.69356,-73.790976
"TAURUS ASSOC, INC. ALLEN COMM. ESTAT",107-29,SUTPHIN BOULEVARD,107-29 SUTPHIN BOULEVARD,JAMAICA,QUEENS,40.69385021,-73.80016683
SILVER LAKE HEAD START (2),20,PARKHILL CIRCLE,20 PARKHILL CIRCLE,STATEN ISLAND,STATEN ISLAND,40.61616059,-74.07790399
GOLDIE MAPLE ACADEMY,365,BEACH 56 STREET,365 BEACH 56 STREET,ARVERNE,QUEENS,40.59432801,-73.78671587
LGBT YOUTH OUT LOUD INCORPORATED,25,BROADWAY,25 BROADWAY,NEW YORK,MANHATTAN,40.70576026,-74.01399929
ELMHURST HOSPITAL OP,79-01,BROADWAY,79-01 BROADWAY,ELMHURST,QUEENS,40.74508001,-73.88566826
THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC,29-46,NORTHERN BOULEVARD,29-46 NORTHERN BOULEVARD,LONG ISLAND CITY,QUEENS,40.74965815,-73.93560359
P.S. 120 QUEENS,58-01,136 STREET,58-01 136 STREET,FLUSHING,QUEENS,40.74517232,-73.82890324
ST PATRICKS HOME,66,VAN CORTLANDT PARK SOUTH,66 VAN CORTLANDT PARK SOUTH,BRONX,BRONX,40.88408972,-73.88833734
HEART AND SOUL SERVICES  INC.,425,EAST 9 STREET,425 EAST 9 STREET,BROOKLYN,BROOKLYN,40.63824145,-73.96936691
YEARLING NURSERY SCHOOL,604,WEST 227 STREET,604 WEST 227 STREET,BRONX,BRONX,40.88014975,-73.91567461
OFFICE OF THE REGISTER,,,,JAMAICA,QUEENS,40.70375196,-73.79810935
CAMP CHELSEA RECREATION CENTER,430,WEST 25 STREET,430 WEST 25 STREET,NEW YORK,MANHATTAN,40.74829632,-74.00221961
LEGAL INFORMATION FOR FAMILIES TODAY,151-20,JAMAICA AVENUE,151-20 JAMAICA AVENUE,JAMAICA,QUEENS,40.70217728,-73.80280895
EAST NEW YORK KIDS POWER INC,800,VAN SICLEN AVENUE,800 VAN SICLEN AVENUE,BROOKLYN,BROOKLYN,40.65974408,-73.88565636
"BUSHWICK IMPROVEMENT SOCIETY, INC.",77,STAGG STREET,77 STAGG STREET,BROOKLYN,BROOKLYN,40.70933426,-73.94739067
GOOD SHEPHERD SERVICES,110,WEST 9 STREET,110 WEST 9 STREET,BROOKLYN,BROOKLYN,40.67572201,-74.00240512
CAREY GARDENS,2315,SURF AVENUE,2315 SURF AVENUE,BROOKLYN,BROOKLYN,40.57427395,-73.99029797
ROCKAWAY DEVELOPMENT REVITALIZATION CORP,19-20,MOTT AVENUE,19-20 MOTT AVENUE,FAR ROCKAWAY,QUEENS,40.60408317,-73.75222355
TALENTED LITTLE CHILDREN III,104-18,134 STREET,104-18 134 STREET,SOUTH RICHMOND HILL,QUEENS,40.69075841,-73.81267025
POLICE ATHLETIC LEAGUE INC,370,FOUNTAIN AVENUE,370 FOUNTAIN AVENUE,BROOKLYN,BROOKLYN,40.67015259,-73.87452321
WEST 73RD-74TH STREET HISTORIC DISTRICT,,,,NEW YORK,MANHATTAN,40.77789027,-73.97680404
RESURRECTION ASCENSION CATHOLIC ACADEMY,85-25,61 ROAD,85-25 61 ROAD,REGO PARK,QUEENS,40.72816037,-73.87208513
HADRAN ACADEMY,4419,13 AVENUE,4419 13 AVENUE,BROOKLYN,BROOKLYN,40.63726509,-73.98947542
"T.R.I. CENTER, INC. OP 1",1369,BROADWAY,1369 BROADWAY,NEW YORK,MANHATTAN,40.75213432,-73.98782269
OPPORTUNITIES FOR A BETTER TOMORROW INC,25,THORNTON STREET,25 THORNTON STREET,BROOKLYN,BROOKLYN,40.70118606,-73.9437199
KIDS IN THE GAME,452,WEST 260 STREET,452 WEST 260 STREET,BRONX,BRONX,40.9079239,-73.90318861
STANLEY M ISAACS NEIGHBORHOOD CENTER INC,1792,1 AVENUE,1792 1 AVENUE,NEW YORK,MANHATTAN,40.78087674,-73.94573303
LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK INC,334,BERGEN STREET,334 BERGEN STREET,BROOKLYN,BROOKLYN,40.68272212,-73.980771
NEW YORK CITY H2O INC,,,JEROME PARK RESERVOIR,BRONX,BRONX,40.878134,-73.895075
KINGSBOROUGH COMM COLL,2001,ORIENTAL BOULEVARD,2001 ORIENTAL BOULEVARD,BROOKLYN,BROOKLYN,40.57808235,-73.93500212
"HAPPY DRAGON OF NEW YORK, INC.",30-04,146 STREET,30-04 146 STREET,FLUSHING,QUEENS,40.77053036,-73.82207218
FRIENDS OF GANTRY PLAZA STATE PARK INC,52-10,CENTER BOULEVARD,52-10 CENTER BOULEVARD,LONG ISLAND CITY,QUEENS,40.741967,-73.9608388
PUBLIC BATHS,,,,NEW YORK,MANHATTAN,40.73635976,-73.97548861
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,51,ST EDWARDS STREET,51 ST EDWARDS STREET,BROOKLYN,BROOKLYN,40.69523962,-73.97781697
BETTER COMMUNITY LIFE DAY CARE # 2,133-16,ROOSEVELT AVENUE,133-16 ROOSEVELT AVENUE,FLUSHING,QUEENS,40.75812611,-73.83318511
THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2211,CHURCH AVENUE,2211 CHURCH AVENUE,BROOKLYN,BROOKLYN,40.65065746,-73.95802342
DODGE YMCA,110,SCHERMERHORN STREET,110 SCHERMERHORN STREET,BROOKLYN,BROOKLYN,40.69000232,-73.98932537
GED- P2G - SOUTH BRONX JOB CORPS/PM,1771,ANDREWS AVENUE,1771 ANDREWS AVENUE,BRONX,BRONX,40.85115319,-73.91689875
TANIMA YOUTH PROGRAM,2007,MAPES AVENUE,2007 MAPES AVENUE,BRONX,BRONX,40.84487859,-73.88727077
COALITION FOR HISPANIC FAMILY SERVICES,422,CENTRAL AVENUE,422 CENTRAL AVENUE,BROOKLYN,BROOKLYN,40.69299589,-73.9167313
SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,108,COOPER STREET,108 COOPER STREET,NEW YORK,MANHATTAN,40.86902672,-73.92101934
"THE OSBORNE ASSOCIATION, INC",60,CENTRE STREET,60 CENTRE STREET,NEW YORK,MANHATTAN,40.71428955,-74.00155711
AFRO AMERICAN PARENTS,117-04,GUY BREWER BOULEVARD,117-04 GUY BREWER BOULEVARD,JAMAICA,QUEENS,40.68402837,-73.78318163
JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,570,CROWN STREET,570 CROWN STREET,BROOKLYN,BROOKLYN,40.66527698,-73.93948776
UNITARIAN CHURCH OF ALL SOULS,1157,LEXINGTON AVENUE,1157 LEXINGTON AVENUE,NEW YORK,MANHATTAN,40.77533311,-73.95819068
"STREET SQUASH, INC.",40,WEST 116 STREET,40 WEST 116 STREET,NEW YORK,MANHATTAN,40.80101249,-73.94833851
"THE PLAY GROUP EXPERIENCE, INC.",90,BOULDER STREET,90 BOULDER STREET,STATEN ISLAND,STATEN ISLAND,40.54610485,-74.19702607
BIOBUS INC,70,OCEAN PARKWAY,70 OCEAN PARKWAY,BROOKLYN,BROOKLYN,40.64888417,-73.97601011
DUTCH KILLS CIVIC ASSOCIATION INC,39-22,29 STREET,39-22 29 STREET,LONG ISLAND CITY,QUEENS,40.75309857,-73.93520718
JAMES BALDWIN RESIDENCE,,,,NEW YORK,MANHATTAN,40.77744519,-73.98038373
P.S. 307 DANIEL HALE WILLIAMS,209,YORK STREET,209 YORK STREET,BROOKLYN,BROOKLYN,40.70174723,-73.9816563
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,273,BOWERY,273 BOWERY,NEW YORK,MANHATTAN,40.72345639,-73.99188058
DISTRICT 29 PRE-K CENTER AT 168-42 JAMAICA AVENUE,168-42,JAMAICA AVENUE,168-42 JAMAICA AVENUE,JAMAICA,QUEENS,40.70658351,-73.79054506
NEW COVENANT CHRISTIAN SCHOOL,1179,BOSTON ROAD,1179 BOSTON ROAD,BRONX,BRONX,40.82904747,-73.90341769
ST. PAUL'S SCHL NURS - SI,,,CORPORATE COMMONS TWO,STATEN ISLAND,STATEN ISLAND,40.60570668,-74.17991698
"ODA PRIMARY HEALTH CARE NETWORK, INC",14,HEYWARD STREET,14 HEYWARD STREET,BROOKLYN,BROOKLYN,40.69970617,-73.95870851
SAMUEL FIELD YM & YWHA INC,212-00,23 AVENUE,212-00 23 AVENUE,BAYSIDE,QUEENS,40.78083362,-73.77793596
"RENANIM  MANHATTAN, INC.",336,EAST 61 STREET,336 EAST 61 STREET,NEW YORK,MANHATTAN,40.76098288,-73.96184689
B ' ABOVE EARLY LEARNING CENTER,1810,DAVIDSON AVENUE,1810 DAVIDSON AVENUE,BRONX,BRONX,40.84956869,-73.91190765
LINDEN CENTER FOR NURSING AND REHABILITATION,2237,LINDEN BOULEVARD,2237 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,40.66350072,-73.88083714
SOUTHERN QUEENS PARK ASSOC. INC.,177-01,BAISLEY BOULEVARD,177-01 BAISLEY BOULEVARD,JAMAICA,QUEENS,40.68709779,-73.76928272
"IMANI HOUSE, INC.",180,6 AVENUE,180 6 AVENUE,BROOKLYN,BROOKLYN,40.67663342,-73.97779937
THE TEMPLE OF RESTORATION,,,490 PACIFIC ST,,,,
LOUIS HEATON PINK (4),1165,STANLEY AVENUE,1165 STANLEY AVENUE,BROOKLYN,BROOKLYN,40.66601938,-73.86695577
HOMECREST COMMUNITY SERVICES INC,1413,AVENUE T,1413 AVENUE T,BROOKLYN,BROOKLYN,40.60143939,-73.95718697
REACH FOR THE STARS LEARNING CENTER,116-25,GUY R BREWER BOULEVARD,116-25 GUY R BREWER BOULEVARD,JAMAICA,QUEENS,40.68594743,-73.7834375
INDOCHINA SINO- AMERICAN SENIOR CITIZEN CENTER INC,170,FORSYTH STREET,170 FORSYTH STREET,NEW YORK,MANHATTAN,40.72115816,-73.99120182
CHELSEA DAY SCHOOL,319,5 AVENUE,319 5 AVENUE,NEW YORK,MANHATTAN,40.74710996,-73.98503323
SHOREFRONT YM-YWHA OF BRIGHTON MANHATTAN BEACH INC,1075,OCEAN VIEW AVENUE,1075 OCEAN VIEW AVENUE,BROOKLYN,BROOKLYN,40.58007139,-73.95601188
SAMUEL FIELD YM & YWHA INC,147-36,26 AVENUE,147-36 26 AVENUE,FLUSHING,QUEENS,40.77417894,-73.81839407
ADVANCED ENDOSCOPY CENTER,5500,BROADWAY,5500 BROADWAY,BRONX,BRONX,40.87664556,-73.9059274
COLLEGE OF MT ST VINCENT,,,COLLEGE OF MT ST VINCENT,BRONX,BRONX,40.91368816,-73.90873794
PRECIOUS FIRST STEP CHILD DEVELOPMEN,142-17,129 AVENUE,142-17 129 AVENUE,JAMAICA,QUEENS,40.67202376,-73.797636
OTIS BANTUM CORRECTIONAL CENTER (OBCC),16-00,HAZEN STREET,16-00 HAZEN STREET,BRONX,BRONX,40.79530349,-73.88967753
SHELTERING ARMS CHILDREN FAMILY SERV,305,7 AVENUE,305 7 AVENUE,NEW YORK,MANHATTAN,40.74664668,-73.99336714
THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2049,BARTOW AVENUE,2049 BARTOW AVENUE,BRONX,BRONX,40.87027777,-73.82861053
KISSENA CHERRY DAY CARE,140-26,CHERRY AVENUE,140-26 CHERRY AVENUE,FLUSHING,QUEENS,40.75422697,-73.82181458
CENTER FOR HEARING AND COMMUNICATION,50,BROADWAY,50 BROADWAY,NEW YORK,MANHATTAN,40.70623234,-74.01243287
BRONXWORKS INC,1130,GRAND CONCOURSE,1130 GRAND CONCOURSE,BRONX,BRONX,40.8325452,-73.91877589
FREE GREEK COMMUNITY OF THE THREE HIERARCHS,1720,AVENUE P,1720 AVENUE P,BROOKLYN,BROOKLYN,40.61035007,-73.95618051
KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC,203-05,32 AVENUE,203-05 32 AVENUE,BAYSIDE,QUEENS,40.7710089,-73.78648094
L.Y.E. WEST END INTERG,483,WEST END AVENUE,483 WEST END AVENUE,NEW YORK,MANHATTAN,40.78717684,-73.97943924
PROJECT HOPE CHARITIES INC,170-20,140 AVENUE,170-20 140 AVENUE,JAMAICA,QUEENS,40.67086255,-73.76933322
ROSALYN YALOW CHARTER SCHOOL,650,GRAND CONCOURSE,650 GRAND CONCOURSE,BRONX,BRONX,40.82047814,-73.92539542
FORDHAM UNIVERSITY,441,EAST FORDHAM ROAD,441 EAST FORDHAM ROAD,BRONX,BRONX,40.86125664,-73.88739316
BRONXWORKS-MORRIS SENIOR CENTER,80,EAST 181 STREET,80 EAST 181 STREET,BRONX,BRONX,40.85491153,-73.90436331
CROSS ISLAND YMCA DAY CAMP,238-10,HILLSIDE AVENUE,238-10 HILLSIDE AVENUE,BELLEROSE,QUEENS,40.73275368,-73.72767392
SERVICES NOW FOR ADULT PERSONS INC,80-45,WINCHESTER BOULEVARD,80-45 WINCHESTER BOULEVARD,QUEENS VILLAGE,QUEENS,40.73706404,-73.72897453
POSTGRADUATE CENTER FOR MENTAL HEALTH,71,WEST 23 STREET,71 WEST 23 STREET,NEW YORK,MANHATTAN,40.74303316,-73.99209347
ELYON COLLEGE,1400,WEST SIXTH STREET,1400 WEST SIXTH STREET,BROOKLYN,BROOKLYN,40.61104993,-73.98061586
RIDGEWOOD PROPERTY OWNERS AND CIVIC ASSOCIATION INC,58-41,69 AVENUE,58-41 69 AVENUE,RIDGEWOOD,QUEENS,40.70181064,-73.90118926
WARDS ISLAND PROJECT,111,SUNKEN GARDEN LOOP,111 SUNKEN GARDEN LOOP,NEW YORK,MANHATTAN,40.78619791,-73.93243388
P721 AT ST VINCENT'S HOSPITAL,158,WEST 12 STREET,158 WEST 12 STREET,NEW YORK,MANHATTAN,40.73655099,-74.0000048
NEW YORK EDGE INC,1137,HERKIMER STREET,1137 HERKIMER STREET,BROOKLYN,BROOKLYN,40.67806985,-73.91536699
BRONX CS-BETTER LEARNING,3740,BAYCHESTER AVENUE,3740 BAYCHESTER AVENUE,BRONX,BRONX,40.8844143,-73.8396561
URBAN SCHOLARS COMMUNITY SCHOOL,1180,TINTON AVENUE,1180 TINTON AVENUE,BRONX,BRONX,40.82861716,-73.90005723
LITTLE EXCELLENCE LLC,2144,RICHMOND AVENUE,2144 RICHMOND AVENUE,STATEN ISLAND,STATEN ISLAND,40.5949332,-74.1624182
THELMA C. DAVIDSON ADAIR MEDICAL/DENTAL CLINIC,565,MANHATTAN AVENUE,565 MANHATTAN AVENUE,NEW YORK,MANHATTAN,40.8098339,-73.95367881
BONNIE BOYS CLUB INC.,1221,CHURCH AVENUE,1221 CHURCH AVENUE,BROOKLYN,BROOKLYN,40.64777971,-73.96778594
THE CHILDRENS AID SOCIETY,465,WEST 167 STREET,465 WEST 167 STREET,NEW YORK,MANHATTAN,40.8393345,-73.93658786
"LIL COOKIES TOO DAYCARE, INC.",1673,FLATBUSH AVENUE,1673 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,40.62968092,-73.94392988
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,175,ELDRIDGE STREET,175 ELDRIDGE STREET,NEW YORK,MANHATTAN,40.72030835,-73.99112215
SCAN-HARBOR INC,120,EAST 110 STREET,120 EAST 110 STREET,NEW YORK,MANHATTAN,40.79492531,-73.94527903
BOYS & GIRLS CLUB OF METRO QUEENS,110-04,ATLANTIC AVENUE,110-04 ATLANTIC AVENUE,SOUTH RICHMOND HILL,QUEENS,40.69168058,-73.83528993
MOTT HAVEN/HIGHBRIDGE AT IS 183,,,339 CANAL ST,BRONX,BRONX,40.81432489,-73.92685552
COMMUNITY HEALTHCARE NETWORK EAST NEW YORK,2581,ATLANTIC AVENUE,2581 ATLANTIC AVENUE,BROOKLYN,BROOKLYN,40.67602372,-73.89912472
QUEENS BOROUGH PUBLIC LIBRARY,98-30,57 AVENUE,98-30 57 AVENUE,CORONA,QUEENS,40.73743235,-73.86157163
ROCHDALE VILLAGE NURSERY SCHOOL,170-30,130 AVENUE,170-30 130 AVENUE,JAMAICA,QUEENS,40.67663058,-73.77034411
THE YOUNG WOMENS CHRISTIAN ASSOCIATION OF QUEENS,42-07,PARSONS BOULEVARD,42-07 PARSONS BOULEVARD,FLUSHING,QUEENS,40.75804493,-73.81879337
"EAST 89TH STREET, HOUSES AT 146-156",,,,NEW YORK,MANHATTAN,40.78102269,-73.95377519
"FACES OF THE FUTURE EARLY LEARNING CENTER, LLC",293,EAST 53 STREET,293 EAST 53 STREET,BROOKLYN,BROOKLYN,40.65282939,-73.92726854
"FUND FOR THE CITY OF NEW YORK, INC.",3675,MAROLLA PLACE,3675 MAROLLA PLACE,BRONX,BRONX,40.88485308,-73.83682244
GLOBAL KIDS INC,91-30,METROPOLITAN AVENUE,91-30 METROPOLITAN AVENUE,FOREST HILLS,QUEENS,40.70852488,-73.85580194
COMUNILIFE INC,4419,THIRD AVENUE,4419 THIRD AVENUE,BRONX,BRONX,40.85203146,-73.89327655
C C M S,691,PROSPECT PLACE,691 PROSPECT PLACE,BROOKLYN,BROOKLYN,40.6747507,-73.95384216
USDA-CEO P721X AT ST. PETER'S CHURCH,2500,WESTCHESTER AVENUE,2500 WESTCHESTER AVENUE,BRONX,BRONX,40.83852736,-73.84382628
EAST RIVER CHILD DEVLP CNTR - 570,570,GRAND STREET,570 GRAND STREET,NEW YORK,MANHATTAN,40.71429144,-73.97907983
WOODSIDE PRESCHOOL RIVERSIDE BLVD. LLC,144,RIVERSIDE BOULEVARD,144 RIVERSIDE BOULEVARD,NEW YORK,MANHATTAN,40.7770141,-73.98862442
SOUTH ASIAN YOUTH ACTION SAYA INC,54-05,SEABURY STREET,54-05 SEABURY STREET,ELMHURST,QUEENS,40.73553829,-73.87709895
PIERRE TOUSSAINT FAMILY HEALTH CARE CENTER,1110,EASTERN PARKWAY,1110 EASTERN PARKWAY,BROOKLYN,BROOKLYN,40.66833897,-73.9316369
ATRIA RIVERDALE,3718,HENRY HUDSON PARKWAY,3718 HENRY HUDSON PARKWAY,BRONX,BRONX,40.88825078,-73.9099666
SAMUEL FIELD YM & YWHA INC,89-30,114 STREET,89-30 114 STREET,RICHMOND HILL,QUEENS,40.69493403,-73.83372593
P.S. 195 MANHATTAN BEACH,131,IRWIN STREET,131 IRWIN STREET,BROOKLYN,BROOKLYN,40.58020913,-73.94362792
MAKE THE ROAD NEW YORK,92-10,ROOSEVELT AVENUE,92-10 ROOSEVELT AVENUE,JACKSON HEIGHTS,QUEENS,40.7484203,-73.87402208
GOOD SHEPHERD SERVICES,1700,FULTON STREET,1700 FULTON STREET,BROOKLYN,BROOKLYN,40.67893124,-73.93159877
P.S. 190 SHEFFIELD,590,SHEFFIELD AVENUE,590 SHEFFIELD AVENUE,BROOKLYN,BROOKLYN,40.66225425,-73.89475539
SAINT JOHN CHRYSOSTOM SCHOOL,1144,HOE AVENUE,1144 HOE AVENUE,BRONX,BRONX,40.82730695,-73.890633
NYCHA-RANGEL,159-70,HARLEM RIVER DRIVE,159-70 HARLEM RIVER DRIVE,NEW YORK,MANHATTAN,40.83420662,-73.93603894
